ID,Grasp,Video,StartFrame,EndFrame,PIP,Subject,Duration,BigCategories,SmallCategories,Timestamp
55,thumb-2 finger,041.mp4,3775,3800,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:02:31
56,precision disk,041.mp4,3825,4425,Precision,Housekeeper 1,24.0,circular,pre-circular,0:02:33
57,sphere-3 finger,041.mp4,4425,4450,Power,Housekeeper 1,1.0,circular,pow-circular,0:02:57
58,thumb-4 finger,041.mp4,4450,4550,Precision,Housekeeper 1,4.0,pre-prismatic,pre-prismatic,0:02:58
59,precision disk,041.mp4,4550,4800,Precision,Housekeeper 1,10.0,circular,pre-circular,0:03:02
60,thumb-4 finger,041.mp4,4800,4850,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:03:12
61,precision disk,041.mp4,4975,5125,Precision,Housekeeper 1,6.0,circular,pre-circular,0:03:19
62,power sphere,041.mp4,5125,5175,Power,Housekeeper 1,2.0,circular,pow-circular,0:03:25
63,adduction,041.mp4,5175,5200,Intermediate,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:03:27
64,power sphere,041.mp4,5200,5225,Power,Housekeeper 1,1.0,circular,pow-circular,0:03:28
65,precision disk,041.mp4,5225,5375,Precision,Housekeeper 1,6.0,circular,pre-circular,0:03:29
66,power sphere,041.mp4,5375,5425,Power,Housekeeper 1,2.0,circular,pow-circular,0:03:35
67,precision disk,041.mp4,5425,5850,Precision,Housekeeper 1,17.0,circular,pre-circular,0:03:37
68,thumb-4 finger,041.mp4,5850,5875,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:03:54
69,thumb-4 finger,041.mp4,5875,5925,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:03:55
70,precision disk,041.mp4,5925,5975,Precision,Housekeeper 1,2.0,circular,pre-circular,0:03:57
71,power sphere,041.mp4,5975,6050,Power,Housekeeper 1,3.0,circular,pow-circular,0:03:59
72,power sphere,041.mp4,6100,6150,Power,Housekeeper 1,2.0,circular,pow-circular,0:04:04
73,precision disk,041.mp4,6150,6175,Precision,Housekeeper 1,1.0,circular,pre-circular,0:04:06
74,power sphere,041.mp4,6175,6250,Power,Housekeeper 1,3.0,circular,pow-circular,0:04:07
76,medium wrap,041.mp4,6500,7450,Power,Housekeeper 1,38.0,pow-prismatic,pow-cylindric,0:04:20
77,thumb-3 finger,041.mp4,7450,7475,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:04:58
78,medium wrap,041.mp4,7475,7600,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:04:59
79,precision disk,041.mp4,7900,7925,Precision,Housekeeper 1,1.0,circular,pre-circular,0:05:16
80,power sphere,041.mp4,7925,8100,Power,Housekeeper 1,7.0,circular,pow-circular,0:05:17
81,medium wrap,041.mp4,8350,8450,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:05:34
82,power sphere,041.mp4,8450,8500,Power,Housekeeper 1,2.0,circular,pow-circular,0:05:38
83,precision disk,041.mp4,8500,9100,Precision,Housekeeper 1,24.0,circular,pre-circular,0:05:40
84,thumb-index finger,041.mp4,9100,9150,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:06:04
85,power sphere,041.mp4,9575,9600,Power,Housekeeper 1,1.0,circular,pow-circular,0:06:23
86,medium wrap,041.mp4,9600,9725,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:06:24
87,power sphere,041.mp4,9750,9775,Power,Housekeeper 1,1.0,circular,pow-circular,0:06:30
88,index finger extension,041.mp4,9775,10000,Power,Housekeeper 1,9.0,pow-prismatic,pow-oblique,0:06:31
89,power sphere,041.mp4,10050,10275,Power,Housekeeper 1,9.0,circular,pow-circular,0:06:42
90,medium wrap,041.mp4,10300,10650,Power,Housekeeper 1,14.0,pow-prismatic,pow-cylindric,0:06:52
91,index finger extension,041.mp4,10650,10675,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:07:06
92,medium wrap,041.mp4,10675,10800,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:07:07
93,index finger extension,041.mp4,10800,10925,Power,Housekeeper 1,5.0,pow-prismatic,pow-oblique,0:07:12
94,medium wrap,041.mp4,10925,11950,Power,Housekeeper 1,41.0,pow-prismatic,pow-cylindric,0:07:17
96,medium wrap,041.mp4,12250,12325,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:08:10
97,power sphere,041.mp4,12325,12350,Power,Housekeeper 1,1.0,circular,pow-circular,0:08:13
98,precision disk,041.mp4,12350,12725,Precision,Housekeeper 1,15.0,circular,pre-circular,0:08:14
99,medium wrap,041.mp4,12725,12900,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:08:29
100,lateral tripod,041.mp4,12900,12950,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:08:36
101,thumb-2 finger,041.mp4,12950,13000,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:08:38
102,lateral pinch,041.mp4,13000,13050,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:08:40
103,thumb-index finger,041.mp4,13050,13100,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:08:42
104,lateral pinch,041.mp4,13100,13150,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:08:44
106,thumb-4 finger,041.mp4,13275,13300,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:08:51
107,power sphere,041.mp4,13325,13375,Power,Housekeeper 1,2.0,circular,pow-circular,0:08:53
108,precision disk,041.mp4,13375,13500,Precision,Housekeeper 1,5.0,circular,pre-circular,0:08:55
109,thumb-4 finger,041.mp4,13500,13550,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:09:00
110,lateral pinch,041.mp4,13550,13600,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:09:02
111,medium wrap,041.mp4,13600,13675,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:09:04
112,lateral pinch,041.mp4,13700,13750,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:09:08
113,power sphere,041.mp4,13775,13850,Power,Housekeeper 1,3.0,circular,pow-circular,0:09:11
114,thumb-index finger,041.mp4,13850,13900,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:09:14
115,power sphere,041.mp4,13900,14125,Power,Housekeeper 1,9.0,circular,pow-circular,0:09:16
116,precision disk,041.mp4,14125,14375,Precision,Housekeeper 1,10.0,circular,pre-circular,0:09:25
117,thumb-4 finger,041.mp4,14375,14400,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:09:35
118,power sphere,041.mp4,14400,14500,Power,Housekeeper 1,4.0,circular,pow-circular,0:09:36
119,precision disk,041.mp4,14500,14875,Precision,Housekeeper 1,15.0,circular,pre-circular,0:09:40
120,medium wrap,041.mp4,15350,15475,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:10:14
121,precision disk,041.mp4,15475,15775,Precision,Housekeeper 1,12.0,circular,pre-circular,0:10:19
122,lateral pinch,041.mp4,15775,15825,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:10:31
123,lateral tripod,041.mp4,16125,16275,Intermediate,Housekeeper 1,6.0,int-lateral,int-lateral,0:10:45
124,medium wrap,041.mp4,18150,18275,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:12:06
125,power sphere,041.mp4,18275,18600,Power,Housekeeper 1,13.0,circular,pow-circular,0:12:11
126,precision disk,041.mp4,18600,18700,Precision,Housekeeper 1,4.0,circular,pre-circular,0:12:24
127,power sphere,041.mp4,18700,18800,Power,Housekeeper 1,4.0,circular,pow-circular,0:12:28
128,tripod,041.mp4,19950,19975,Precision,Housekeeper 1,1.0,circular,pre-circular,0:13:18
129,precision disk,041.mp4,19975,20100,Precision,Housekeeper 1,5.0,circular,pre-circular,0:13:19
131,thumb-4 finger,041.mp4,21650,21700,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:14:26
132,medium wrap,041.mp4,21775,22775,Power,Housekeeper 1,40.0,pow-prismatic,pow-cylindric,0:14:31
133,medium wrap,041.mp4,22875,23250,Power,Housekeeper 1,15.0,pow-prismatic,pow-cylindric,0:15:15
134,index finger extension,041.mp4,23300,23325,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:15:32
135,medium wrap,041.mp4,23325,23825,Power,Housekeeper 1,20.0,pow-prismatic,pow-cylindric,0:15:33
136,index finger extension,041.mp4,23825,23950,Power,Housekeeper 1,5.0,pow-prismatic,pow-oblique,0:15:53
137,medium wrap,041.mp4,23950,24100,Power,Housekeeper 1,6.0,pow-prismatic,pow-cylindric,0:15:58
138,index finger extension,041.mp4,24100,24250,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:16:04
139,medium wrap,041.mp4,24250,24750,Power,Housekeeper 1,20.0,pow-prismatic,pow-cylindric,0:16:10
140,medium wrap,041.mp4,24825,25350,Power,Housekeeper 1,21.0,pow-prismatic,pow-cylindric,0:16:33
141,lateral pinch,041.mp4,25425,25450,Intermediate,Housekeeper 1,1.0,int-lateral,int-lateral,0:16:57
142,medium wrap,041.mp4,25600,25900,Power,Housekeeper 1,12.0,pow-prismatic,pow-cylindric,0:17:04
143,index finger extension,041.mp4,25900,25950,Power,Housekeeper 1,2.0,pow-prismatic,pow-oblique,0:17:16
144,medium wrap,041.mp4,25950,26525,Power,Housekeeper 1,23.0,pow-prismatic,pow-cylindric,0:17:18
145,medium wrap,041.mp4,26550,26650,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:17:42
146,medium wrap,041.mp4,26650,26700,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:17:46
147,medium wrap,041.mp4,26700,26875,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:17:48
148,index finger extension,041.mp4,26875,27025,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:17:55
149,thumb-2 finger,041.mp4,28025,28150,Precision,Housekeeper 1,5.0,pre-prismatic,pre-prismatic,0:18:41
150,lateral pinch,041.mp4,28875,28925,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:19:15
151,thumb-4 finger,041.mp4,29025,29050,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:19:21
152,medium wrap,041.mp4,29750,29925,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:19:50
153,lateral pinch,041.mp4,29925,30000,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:19:57
154,precision disk,041.mp4,30000,30175,Precision,Housekeeper 1,7.0,circular,pre-circular,0:20:00
155,thumb-2 finger,041.mp4,30175,30200,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:20:07
156,power sphere,041.mp4,30200,30275,Power,Housekeeper 1,3.0,circular,pow-circular,0:20:08
157,thumb-3 finger,041.mp4,30275,30450,Precision,Housekeeper 1,7.0,pre-prismatic,pre-prismatic,0:20:11
158,thumb-3 finger,041.mp4,30525,30850,Precision,Housekeeper 1,13.0,pre-prismatic,pre-prismatic,0:20:21
159,thumb-index finger,041.mp4,30925,31400,Precision,Housekeeper 1,19.0,pre-prismatic,pre-pinch,0:20:37
160,medium wrap,041.mp4,31400,31650,Power,Housekeeper 1,10.0,pow-prismatic,pow-cylindric,0:20:56
161,medium wrap,041.mp4,31725,31825,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:21:09
162,thumb-index finger,041.mp4,31825,31850,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:21:13
163,medium wrap,041.mp4,31850,31900,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:21:14
164,thumb-index finger,041.mp4,31900,32075,Precision,Housekeeper 1,7.0,pre-prismatic,pre-pinch,0:21:16
165,medium wrap,041.mp4,32075,32250,Power,Housekeeper 1,7.0,pow-prismatic,pow-cylindric,0:21:23
166,thumb-4 finger,041.mp4,32350,32450,Precision,Housekeeper 1,4.0,pre-prismatic,pre-prismatic,0:21:34
167,power sphere,041.mp4,32450,32525,Power,Housekeeper 1,3.0,circular,pow-circular,0:21:38
168,precision disk,041.mp4,32525,32575,Precision,Housekeeper 1,2.0,circular,pre-circular,0:21:41
169,power sphere,041.mp4,32575,33050,Power,Housekeeper 1,19.0,circular,pow-circular,0:21:43
170,lateral pinch,041.mp4,33225,33275,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:22:09
171,thumb-4 finger,041.mp4,33325,33375,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:22:13
172,thumb-4 finger,041.mp4,33425,33475,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:22:17
173,thumb-index finger,041.mp4,33475,33550,Precision,Housekeeper 1,3.0,pre-prismatic,pre-pinch,0:22:19
174,thumb-2 finger,041.mp4,33575,33625,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:22:23
175,thumb-4 finger,041.mp4,33625,33675,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:22:25
177,thumb-4 finger,041.mp4,34425,34475,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:22:57
178,power sphere,041.mp4,36475,36525,Power,Housekeeper 1,2.0,circular,pow-circular,0:24:19
179,lateral pinch,041.mp4,36800,36850,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:24:32
180,precision disk,041.mp4,36925,37150,Precision,Housekeeper 1,9.0,circular,pre-circular,0:24:37
181,medium wrap,041.mp4,37150,37275,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:24:46
182,thumb-index finger,041.mp4,37275,37325,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:24:51
183,medium wrap,041.mp4,37325,37400,Power,Housekeeper 1,3.0,pow-prismatic,pow-cylindric,0:24:53
184,medium wrap,041.mp4,38825,39225,Power,Housekeeper 1,16.0,pow-prismatic,pow-cylindric,0:25:53
185,thumb-index finger,041.mp4,39225,39275,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:26:09
186,medium wrap,041.mp4,39275,39400,Power,Housekeeper 1,5.0,pow-prismatic,pow-cylindric,0:26:11
187,thumb-index finger,041.mp4,39400,39450,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:26:16
188,thumb-2 finger,041.mp4,39450,39500,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:26:18
189,index finger extension,041.mp4,39825,39875,Power,Housekeeper 1,2.0,pow-prismatic,pow-oblique,0:26:33
190,thumb-index finger,041.mp4,40150,40200,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:26:46
192,thumb-index finger,041.mp4,41925,42175,Precision,Housekeeper 1,10.0,pre-prismatic,pre-pinch,0:27:57
194,index finger extension,041.mp4,42300,42475,Power,Housekeeper 1,7.0,pow-prismatic,pow-oblique,0:28:12
195,thumb-2 finger,041.mp4,42525,42600,Precision,Housekeeper 1,3.0,pre-prismatic,pre-prismatic,0:28:21
196,medium wrap,041.mp4,42650,42900,Power,Housekeeper 1,10.0,pow-prismatic,pow-cylindric,0:28:26
197,lateral pinch,041.mp4,43175,43200,Intermediate,Housekeeper 1,1.0,int-lateral,int-lateral,0:28:47
198,medium wrap,041.mp4,43625,43650,Power,Housekeeper 1,1.0,pow-prismatic,pow-cylindric,0:29:05
199,lateral tripod,041.mp4,43650,43950,Intermediate,Housekeeper 1,12.0,int-lateral,int-lateral,0:29:06
201,thumb-4 finger,041.mp4,44275,44325,Precision,Housekeeper 1,2.0,pre-prismatic,pre-prismatic,0:29:31
203,medium wrap,041.mp4,44500,44600,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:29:40
204,medium wrap,041.mp4,44600,44650,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:29:44
205,index finger extension,041.mp4,44650,44775,Power,Housekeeper 1,5.0,pow-prismatic,pow-oblique,0:29:46
206,medium wrap,041.mp4,44775,44975,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:29:51
207,medium wrap,042.mp4,100,600,Power,Housekeeper 1,20.0,pow-prismatic,pow-cylindric,0:00:04
208,index finger extension,042.mp4,600,750,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:00:24
209,medium wrap,042.mp4,750,1350,Power,Housekeeper 1,24.0,pow-prismatic,pow-cylindric,0:00:30
210,medium wrap,042.mp4,1350,1575,Power,Housekeeper 1,9.0,pow-prismatic,pow-cylindric,0:00:54
211,thumb-2 finger,042.mp4,1575,1675,Precision,Housekeeper 1,4.0,pre-prismatic,pre-prismatic,0:01:03
212,medium wrap,042.mp4,1675,2750,Power,Housekeeper 1,43.0,pow-prismatic,pow-cylindric,0:01:07
213,index finger extension,042.mp4,2750,2850,Power,Housekeeper 1,4.0,pow-prismatic,pow-oblique,0:01:50
214,medium wrap,042.mp4,2850,3600,Power,Housekeeper 1,30.0,pow-prismatic,pow-cylindric,0:01:54
216,medium wrap,042.mp4,3625,4025,Power,Housekeeper 1,16.0,pow-prismatic,pow-cylindric,0:02:25
217,index finger extension,042.mp4,4025,4050,Power,Housekeeper 1,1.0,pow-prismatic,pow-oblique,0:02:41
218,medium wrap,042.mp4,4050,4600,Power,Housekeeper 1,22.0,pow-prismatic,pow-cylindric,0:02:42
219,thumb-2 finger,042.mp4,4600,4700,Precision,Housekeeper 1,4.0,pre-prismatic,pre-prismatic,0:03:04
220,thumb-3 finger,042.mp4,4700,4725,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:03:08
221,medium wrap,042.mp4,4725,5125,Power,Housekeeper 1,16.0,pow-prismatic,pow-cylindric,0:03:09
223,adducted thumb,042.mp4,5300,5450,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:03:32
224,medium wrap,042.mp4,5450,5650,Power,Housekeeper 1,8.0,pow-prismatic,pow-cylindric,0:03:38
225,power sphere,042.mp4,5650,5700,Power,Housekeeper 1,2.0,circular,pow-circular,0:03:46
226,tripod,042.mp4,5700,5725,Precision,Housekeeper 1,1.0,circular,pre-circular,0:03:48
227,light tool,042.mp4,6775,6950,Power,Housekeeper 1,7.0,pow-prismatic,pow-oblique,0:04:31
228,lateral pinch,042.mp4,6950,6975,Intermediate,Housekeeper 1,1.0,int-lateral,int-lateral,0:04:38
229,medium wrap,042.mp4,7000,7100,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:04:40
230,lateral pinch,042.mp4,7100,7300,Intermediate,Housekeeper 1,8.0,int-lateral,int-lateral,0:04:44
231,tripod,042.mp4,7325,7475,Precision,Housekeeper 1,6.0,circular,pre-circular,0:04:53
232,lateral tripod,042.mp4,7475,7525,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:04:59
233,tripod,042.mp4,7525,7575,Precision,Housekeeper 1,2.0,circular,pre-circular,0:05:01
234,thumb-index finger,042.mp4,7625,8675,Precision,Housekeeper 1,42.0,pre-prismatic,pre-pinch,0:05:05
235,thumb-index finger,042.mp4,8850,8900,Precision,Housekeeper 1,2.0,pre-prismatic,pre-pinch,0:05:54
236,lateral pinch,042.mp4,8900,9000,Intermediate,Housekeeper 1,4.0,int-lateral,int-lateral,0:05:56
237,tripod,042.mp4,9000,9125,Precision,Housekeeper 1,5.0,circular,pre-circular,0:06:00
238,lateral pinch,042.mp4,9350,9400,Intermediate,Housekeeper 1,2.0,int-lateral,int-lateral,0:06:14
239,tripod,042.mp4,9400,9500,Precision,Housekeeper 1,4.0,circular,pre-circular,0:06:16
240,lateral pinch,042.mp4,9500,9575,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:06:20
241,thumb-4 finger,042.mp4,9600,9625,Precision,Housekeeper 1,1.0,pre-prismatic,pre-prismatic,0:06:24
242,medium wrap,042.mp4,9625,10175,Power,Housekeeper 1,22.0,pow-prismatic,pow-cylindric,0:06:25
243,lateral tripod,042.mp4,10275,10350,Intermediate,Housekeeper 1,3.0,int-lateral,int-lateral,0:06:51
244,thumb-index finger,042.mp4,10400,10425,Precision,Housekeeper 1,1.0,pre-prismatic,pre-pinch,0:06:56
245,precision disk,042.mp4,10425,10600,Precision,Housekeeper 1,7.0,circular,pre-circular,0:06:57
246,medium wrap,042.mp4,10600,10875,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:07:04
247,medium wrap,042.mp4,10875,11250,Power,Housekeeper 1,15.0,pow-prismatic,pow-cylindric,0:07:15
248,precision disk,042.mp4,11250,11275,Precision,Housekeeper 1,1.0,circular,pre-circular,0:07:30
249,medium wrap,042.mp4,11275,11750,Power,Housekeeper 1,19.0,pow-prismatic,pow-cylindric,0:07:31
250,medium wrap,042.mp4,11950,12000,Power,Housekeeper 1,2.0,pow-prismatic,pow-cylindric,0:07:58
251,index finger extension,042.mp4,12000,12125,Power,Housekeeper 1,5.0,pow-prismatic,pow-oblique,0:08:00
252,power sphere,042.mp4,12550,12575,Power,Housekeeper 1,1.0,circular,pow-circular,0:08:22
253,medium wrap,042.mp4,12625,12975,Power,Housekeeper 1,14.0,pow-prismatic,pow-cylindric,0:08:25
254,index finger extension,042.mp4,12975,13125,Power,Housekeeper 1,6.0,pow-prismatic,pow-oblique,0:08:39
255,lateral tripod,042.mp4,13800,14000,Intermediate,Housekeeper 1,8.0,int-lateral,int-lateral,0:09:12
256,thumb-index finger,042.mp4,14075,14200,Precision,Housekeeper 1,5.0,pre-prismatic,pre-pinch,0:09:23
257,medium wrap,042.mp4,14375,14650,Power,Housekeeper 1,11.0,pow-prismatic,pow-cylindric,0:09:35
258,medium wrap,042.mp4,14825,14925,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:09:53
259,index finger extension,042.mp4,14925,15150,Power,Housekeeper 1,9.0,pow-prismatic,pow-oblique,0:09:57
260,lateral pinch,042.mp4,15175,15275,Intermediate,Housekeeper 1,4.0,int-lateral,int-lateral,0:10:07
261,power sphere,042.mp4,15275,15350,Power,Housekeeper 1,3.0,circular,pow-circular,0:10:11
262,index finger extension,042.mp4,15350,15400,Power,Housekeeper 1,2.0,pow-prismatic,pow-oblique,0:10:14
263,medium wrap,042.mp4,15400,15500,Power,Housekeeper 1,4.0,pow-prismatic,pow-cylindric,0:10:16
