ID,Video,StartFrame,EndFrame,PIP,SmallCategories,BigCategories,Stance,Object
191,GH012491.MP4,357,567,Precision,pre-circular,circular,Stand,Foam pig
192,GH012491.MP4,736,946,Precision,pre-circular,circular,Stand,Foam pig
193,GH012491.MP4,1140,1348,Precision,pre-circular,circular,Stand,Foam pig
194,GH012491.MP4,1571,1750,Precision,pre-circular,circular,Stand,Foam pig
195,GH012491.MP4,2370,2568,Precision,pre-circular,circular,Stand,Foam pig
196,GH012491.MP4,2867,3050,Precision,pre-circular,circular,Stand,Foam pig
197,GH012491.MP4,3215,3381,Precision,pre-circular,circular,Stand,Foam pig
198,GH012491.MP4,3475,4034,Precision,pre-circular,circular,Stand,Foam pig
199,GH012491.MP4,4174,4448,Precision,pre-circular,circular,Stand,Foam pig
200,GH012491.MP4,4644,5075,Precision,pre-circular,circular,Stand,Foam pig
201,GH012492.MP4,363,587,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
202,GH012492.MP4,734,1035,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
203,GH012492.MP4,1243,1531,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
204,GH012492.MP4,1675,1993,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
205,GH012492.MP4,2165,2488,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
206,GH012492.MP4,2618,3037,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
207,GH012492.MP4,3150,3402,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
208,GH012492.MP4,3679,3991,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
209,GH012492.MP4,4163,4377,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
210,GH012492.MP4,4552,4869,Precision,pre-pinch,pre-prismatic,Stand,Ceramic plate
211,GH012493.MP4,369,579,Power,pow-circular,circular,Stand,Ceramic plate
212,GH012493.MP4,740,1112,Power,pow-circular,circular,Stand,Ceramic plate
213,GH012493.MP4,1266,1660,Power,pow-circular,circular,Stand,Ceramic plate
214,GH012493.MP4,1783,2139,Power,pow-circular,circular,Stand,Ceramic plate
215,GH012493.MP4,2257,2606,Power,pow-circular,circular,Stand,Ceramic plate
216,GH012493.MP4,2714,2937,Power,pow-circular,circular,Stand,Ceramic plate
217,GH012493.MP4,3055,3226,Power,pow-circular,circular,Stand,Ceramic plate
218,GH012493.MP4,3395,3600,Power,pow-circular,circular,Stand,Ceramic plate
219,GH012493.MP4,3774,4095,Power,pow-circular,circular,Stand,Ceramic plate
220,GH012493.MP4,4328,4575,Power,pow-circular,circular,Stand,Ceramic plate
221,GH012494.MP4,417,751,Precision,pre-pinch,pre-prismatic,Stand,Cable
222,GH012494.MP4,868,1194,Precision,pre-pinch,pre-prismatic,Stand,Cable
223,GH012494.MP4,1363,1741,Precision,pre-pinch,pre-prismatic,Stand,Cable
224,GH012494.MP4,1844,2149,Precision,pre-pinch,pre-prismatic,Stand,Cable
225,GH012494.MP4,2315,2559,Precision,pre-pinch,pre-prismatic,Stand,Cable
226,GH012494.MP4,2720,2976,Precision,pre-pinch,pre-prismatic,Stand,Cable
227,GH012494.MP4,3112,3349,Precision,pre-pinch,pre-prismatic,Stand,Cable
228,GH012494.MP4,3475,3712,Precision,pre-pinch,pre-prismatic,Stand,Cable
229,GH012494.MP4,3868,4163,Precision,pre-pinch,pre-prismatic,Stand,Cable
230,GH012494.MP4,4274,4612,Precision,pre-pinch,pre-prismatic,Stand,Cable
231,GH012495.MP4,355,588,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
232,GH012495.MP4,693,1198,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
233,GH012495.MP4,1290,1700,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
234,GH012495.MP4,1811,2280,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
235,GH012495.MP4,2452,2763,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
236,GH012495.MP4,2873,3212,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
237,GH012495.MP4,3363,3704,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
238,GH012495.MP4,3823,4151,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
239,GH012495.MP4,4326,4556,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
240,GH012495.MP4,4672,4991,Power,pow-cylindric,pow-prismatic,Stand,Beer Can
241,GH012496.MP4,321,552,Power,pow-circular,circular,Stand,Beer Can
242,GH012496.MP4,707,911,Power,pow-circular,circular,Stand,Beer Can
243,GH012496.MP4,1045,1243,Power,pow-circular,circular,Stand,Beer Can
244,GH012496.MP4,1437,1813,Power,pow-circular,circular,Stand,Beer Can
245,GH012496.MP4,1963,2250,Power,pow-circular,circular,Stand,Beer Can
246,GH012496.MP4,2403,2746,Power,pow-circular,circular,Stand,Beer Can
247,GH012496.MP4,2900,3171,Power,pow-circular,circular,Stand,Beer Can
248,GH012496.MP4,3338,3628,Power,pow-circular,circular,Stand,Beer Can
249,GH012496.MP4,3841,4148,Power,pow-circular,circular,Stand,Beer Can
250,GH012496.MP4,4312,4822,Power,pow-circular,circular,Stand,Beer Can
251,GH012497.MP4,323,533,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
252,GH012497.MP4,678,920,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
253,GH012497.MP4,1059,1422,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
254,GH012497.MP4,1557,1940,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
255,GH012497.MP4,2039,2311,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
256,GH012497.MP4,2449,2720,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
257,GH012497.MP4,2935,3153,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
258,GH012497.MP4,3322,3578,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
259,GH012497.MP4,3690,4011,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
260,GH012497.MP4,4103,4416,Precision,pre-pinch,pre-prismatic,Stand,Coffee paper
261,GH012498.MP4,307,489,Power,pow-circular,circular,Stand,Coffee paper
262,GH012498.MP4,708,928,Power,pow-circular,circular,Stand,Coffee paper
263,GH012498.MP4,1138,1341,Power,pow-circular,circular,Stand,Coffee paper
264,GH012498.MP4,1563,1788,Power,pow-circular,circular,Stand,Coffee paper
265,GH012498.MP4,1981,2178,Power,pow-circular,circular,Stand,Coffee paper
266,GH012498.MP4,2398,2764,Power,pow-circular,circular,Stand,Coffee paper
267,GH012498.MP4,2947,3284,Power,pow-circular,circular,Stand,Coffee paper
268,GH012498.MP4,3406,3728,Power,pow-circular,circular,Stand,Coffee paper
269,GH012498.MP4,3901,4156,Power,pow-circular,circular,Stand,Coffee paper
270,GH012498.MP4,4389,4704,Power,pow-circular,circular,Stand,Coffee paper
271,GH012499.MP4,399,599,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
272,GH012499.MP4,785,1070,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
273,GH012499.MP4,1236,1589,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
274,GH012499.MP4,1802,2163,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
275,GH012499.MP4,2362,2636,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
276,GH012499.MP4,2859,3295,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
277,GH012499.MP4,3468,3909,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
278,GH012499.MP4,4047,4379,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
279,GH012499.MP4,4534,5043,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
280,GH012499.MP4,5188,5492,Power,pow-cylindric,pow-prismatic,Stand,Coffee paper
281,GH012500.MP4,408,602,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
282,GH012500.MP4,746,924,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
283,GH012500.MP4,1021,1431,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
284,GH012500.MP4,1530,1924,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
285,GH012500.MP4,2061,2434,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
286,GH012500.MP4,2555,2866,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
287,GH012500.MP4,3055,3350,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
288,GH012500.MP4,3480,3755,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
289,GH012500.MP4,4010,4245,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
290,GH012500.MP4,4410,4620,Precision,pre-prismatic,pre-prismatic,Stand,Coffee paper
291,GH012501.MP4,413,651,Power,pow-cylindric,pow-prismatic,Stand,Spatula
292,GH012501.MP4,837,1108,Power,pow-cylindric,pow-prismatic,Stand,Spatula
293,GH012501.MP4,1309,1656,Power,pow-cylindric,pow-prismatic,Stand,Spatula
294,GH012501.MP4,1910,2187,Power,pow-cylindric,pow-prismatic,Stand,Spatula
295,GH012501.MP4,2297,2684,Power,pow-cylindric,pow-prismatic,Stand,Spatula
296,GH012501.MP4,2803,3172,Power,pow-cylindric,pow-prismatic,Stand,Spatula
297,GH012501.MP4,3333,3743,Power,pow-cylindric,pow-prismatic,Stand,Spatula
298,GH012501.MP4,3925,4268,Power,pow-oblique,pow-prismatic,Stand,Spatula
299,GH012501.MP4,4489,5034,Power,pow-oblique,pow-prismatic,Stand,Spatula
300,GH012501.MP4,5160,5504,Power,pow-oblique,pow-prismatic,Stand,Spatula
301,GH012502.MP4,348,610,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
302,GH012502.MP4,728,937,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
303,GH012502.MP4,1097,1497,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
304,GH012502.MP4,1656,1984,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
305,GH012502.MP4,2125,2509,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
306,GH012502.MP4,2652,2899,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
307,GH012502.MP4,3078,3390,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
308,GH012502.MP4,3479,3948,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
309,GH012502.MP4,4081,4513,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
310,GH012502.MP4,4639,4978,Precision,pre-prismatic,pre-prismatic,Stand,Spatula
311,GH012503.MP4,301,573,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
312,GH012503.MP4,694,1072,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
313,GH012503.MP4,1212,1535,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
314,GH012503.MP4,1685,2071,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
315,GH012503.MP4,2203,2549,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
316,GH012503.MP4,2662,3047,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
317,GH012503.MP4,3190,3495,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
318,GH012503.MP4,3616,3955,Precision,pre-pinch,pre-prismatic,Stand,Water bottle
